0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000143-02,0.387,73.98,123.56,440.81,522.53,0.26,194.68,0.76,1478.58,2831.27,30.37,29.6,1203.48,0.3,0.3,23.73,34.43,2.29,2.96,0.56,0.52,0.48,0.53,0.0,0.0,0.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-01,0.403,132.81,98.99,785.98,487.49,0.26,274.39,0.41,1100.81,3069.43,27.99,27.58,1114.92,0.4,0.4,30.14,30.38,2.31,2.12,0.45,0.42,0.56,0.47,1.76,3.34,15.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000144-02,0.403,143.35,118.31,716.44,566.04,0.26,262.58,0.55,1159.48,2443.91,27.71,27.67,1145.71,0.35,0.35,29.33,23.35,1.9,1.35,0.46,0.41,0.54,0.47,0.0,0.0,0.0
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-01,0.41,89.57,68.31,592.64,283.62,0.27,330.38,0.63,810.25,1506.44,27.77,27.52,1078.62,0.27,0.27,19.47,205.32,1.23,15.08,0.55,0.57,0.61,0.57,1.62,26.04,33.85
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000145-02,0.41,100.65,71.34,431.28,371.66,0.29,381.75,0.5,679.6,1174.75,29.91,29.66,1124.69,0.29,0.29,46.58,38.49,2.71,3.47,0.45,0.53,0.63,0.52,0.0,0.0,0.0
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-01,0.471,122.63,398.61,1069.61,657.73,0.38,514.28,0.38,612.34,2618.72,40.56,40.69,1141.68,0.28,0.28,63.82,57.92,1.56,1.9,0.46,0.31,0.66,0.47,3.25,2.17,10.41
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000146-02,0.471,186.55,171.66,874.74,989.4,0.38,508.35,0.24,607.48,3758.93,38.89,38.5,1072.66,0.29,0.29,42.13,53.4,1.04,1.79,0.39,0.28,0.67,0.43,0.0,0.0,0.0
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-01,0.198,218.87,99.51,1245.62,310.64,0.63,956.85,0.43,277.2,706.63,40.27,41.11,720.52,0.36,0.36,12.0,379.26,2.01,4.28,0.35,0.31,0.77,0.45,1.92,28.52,30.41
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000147-02,0.198,153.9,151.82,789.6,677.69,0.63,947.73,0.41,280.47,706.1,38.28,38.2,693.71,0.33,0.33,160.12,26.15,3.14,3.04,0.37,0.43,0.76,0.49,,,
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-01,0.377,133.54,66.12,671.21,441.44,0.25,154.62,0.66,2502.19,4672.22,30.4,30.16,1244.8,0.21,0.21,20.44,25.17,0.65,1.84,0.7,0.53,0.32,0.56,1.89,4.11,18.01
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000148-02,0.377,124.8,62.85,674.35,458.85,0.25,145.68,0.6,2853.83,3882.67,30.98,30.94,1266.92,0.2,0.2,22.58,23.24,2.19,2.28,0.78,0.57,0.27,0.59,0.0,0.0,0.0
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
WO1-0000149-01,0.645,136.27,148.9,889.36,768.61,0.36,317.85,0.4,746.01,2235.27,32.22,32.67,948.8,0.43,0.43,51.73,52.19,1.72,0.87,0.31,0.28,0.63,0.38,2.09,3.99,10.73
